date_of_operation,restaurant_type,branch_identifier,state_of_operation,region_of_operation,number_of_customers
03-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
09-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
10-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
8-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
8-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
8-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
8-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
8-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
8-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
8-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
8-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
8-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
8-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
8-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
8-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
8-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
8-31-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
01-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
04-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
05-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
06-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
07-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
08-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
09-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
11-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
12-09-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
9-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
9-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
9-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
9-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
9-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
9-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
9-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
9-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
9-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
9-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
9-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
9-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
9-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
9-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
9-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
01-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
04-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
05-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
06-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
07-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
08-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
09-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
10-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,9
11-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,16
12-10-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,10
10-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
10-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
10-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,15
10-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
10-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,13
10-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,32
10-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,13
10-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
10-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
10-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
10-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
10-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
10-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,9
10-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
10-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
10-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
10-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
10-31-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,9
01-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
04-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,15
06-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,9
07-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
08-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
09-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
10-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
11-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-11-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
11-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
11-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
11-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,9
11-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
11-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
11-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
11-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
11-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
11-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
11-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
11-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
11-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
11-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
11-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
11-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
11-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
01-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
04-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
05-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
06-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
07-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
08-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
09-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
11-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
12-12-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
12-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
12-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
12-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
12-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
12-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
12-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
12-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
12-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
12-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
12-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,9
12-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
12-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
12-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
12-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
12-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
12-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
12-31-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,15
01-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
03-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
04-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
05-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
08-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
09-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
10-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,7
11-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
12-01-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,9
1-13-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-14-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
1-15-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
1-16-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
1-17-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,10
1-18-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
1-19-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
1-20-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
1-21-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
1-22-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
1-23-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
1-24-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
1-25-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,8
1-26-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
1-27-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
1-28-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,6
1-29-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,5
1-30-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,4
1-31-19,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,10
01-02-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-02-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
03-02-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-02-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
05-02-2019,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
01-04-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
03-04-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
04-04-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
05-04-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
07-04-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
12-04-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-13-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-14-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-15-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-16-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-17-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-18-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-19-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-20-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-21-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-22-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-23-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-24-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-25-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-26-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-27-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-28-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-29-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
4-30-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
01-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
02-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
03-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
04-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
05-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
07-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
08-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
09-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
10-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
11-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
12-05-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-13-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-14-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-15-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-16-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-17-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-18-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-19-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-20-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-21-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-22-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-23-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-24-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-25-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-26-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-27-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-28-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-29-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-30-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
5-31-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
01-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
02-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
03-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
04-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
05-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
06-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
07-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
08-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
09-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
10-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
11-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
12-06-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-13-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-14-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-15-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-16-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-17-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-18-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-19-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-20-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-21-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-22-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-23-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-24-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-25-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-26-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-27-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-28-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-29-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
6-30-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
01-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
02-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
05-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
06-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
07-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
10-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
11-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
12-07-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-13-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-14-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-15-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-16-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-17-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-18-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-19-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-20-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-21-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-22-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-23-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-24-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-25-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-26-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-27-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-28-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-29-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-30-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
7-31-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
01-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
03-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
04-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
05-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
06-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
07-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
08-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
09-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
10-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
11-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
12-08-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-13-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-14-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-15-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-16-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-17-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-18-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-19-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-20-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-21-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-22-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-23-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-24-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-25-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-26-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-27-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-28-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-29-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-30-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
8-31-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
04-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
05-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
07-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
08-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
09-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
10-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
11-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
12-09-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-13-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-14-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-15-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-16-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-17-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-18-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-19-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-20-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-21-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-22-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-23-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-24-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-25-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-26-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-27-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-28-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-29-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
9-30-17,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
01-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
02-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
03-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
04-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
05-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
06-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
07-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
08-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
09-10-2017,eat-in,branch_num_117.0,MAHARASHTRA,WEST,0
